station_id	name	altitude	lat	lon	country
7321002	Rio Maule En Armerillo	470	-35.70610046	-71.11389923	Chile
7306001	Rio Cipreses En Dasague Laguna La Invernada	1300	-35.73809814	-70.77780151	Chile
7303000	Rio Maule En Los BaÑOs	980	-35.81969833	-70.76059723	Chile
7358007	Linares	157	-35.83810043	-71.59529877	Chile
7317001	Rio Melado En La Lancha Dga	650	-35.84999847	-71.0667038	Chile
7317005	Rio Melado En El Salto	730	-35.88420105	-71.01920319	Chile
7355007	Ancoa Embalse	421	-35.91059875	-71.29579926	Chile
7301000	Lo Aguirre	2000	-35.96969986	-70.57189941	Chile
7301001	Los Condores	2172	-36.01060104	-70.55889893	Chile
7345001	Parral	175	-36.18780136	-71.82830048	Chile
7331002	Digua Embalse	390	-36.25579834	-71.54810333	Chile
7314002	Guayquivilo	1200	-36.29330063	-70.91809845	Chile
8113001	Coihueco Embalse	314	-36.64080048	-71.79889679	Chile
8105004	Caracol	610	-36.65110016	-71.39499664	Chile
8105003	La Punilla	840	-36.65829849	-71.32779694	Chile
8130006	Diguillin	670	-36.86859894	-71.64250183	Chile
8318002	Quilaco	231	-37.68500137	-72.00579834	Chile
8316002	Rio Huequecura Aguas Arriba De Embalse Angostura	330	-37.70470047	-71.76830292	Chile
8358002	Angol (La Mona)	113	-37.77939987	-72.6371994	Chile
8317004	Rio Biobio En La Culebra	338	-37.79639816	-71.69889832	Chile
8358003	El Vergel (Angol)	75	-37.81719971	-72.65000153	Chile
8313002	Embalse Pangue	512	-37.91830063	-71.59609985	Chile
8351003	Collipulli	240	-37.95830154	-72.42559814	Chile
8822008	Contulmo	41	-38.01860046	-73.23000336	Chile
8312002	Embalse Ralco	742	-38.05830002	-71.43440247	Chile
8308000	Rio Lomin En Puente La Junta	755	-38.06610107	-71.34970093	Chile
8307002	Rio Bio-Bio En Llanquen	767	-38.20080185	-71.29889679	Chile
8304004	Lonquimay	931	-38.45360184	-71.37419891	Chile
9120002	Manzanar	790	-38.46310043	-71.69920349	Chile
9120003	Malalcahuello	950	-38.47029877	-71.57530212	Chile
9129005	Pueblo Nuevo (Temuco)	119	-38.71279907	-72.55580139	Chile
9400000	Rio Truful En Camino Internacional	520	-38.8443985	-71.6536026	Chile
9135003	Freire Sendos	100	-38.95920181	-72.60829926	Chile
9423001	Rio Tolten En Coipue	200	-39.09999847	-72.38330078	Chile
9420002	Pucon	230	-39.27529907	-71.95030212	Chile
10123004	Llancahue	70	-39.85609818	-73.1785965	Chile
10100002	Rio Fui En Desage Lago Pirihueico	600	-39.87469864	-71.88970184	Chile
10360002	Adolfo Matthei	55	-40.5882988	-73.10690308	Chile
10344003	Rio Rahue Antes Junta Rio Negro	40	-40.63000107	-73.17829895	Chile
10355003	Rio Forrahue En Rio Negro	52	-40.79560089	-73.21440125	Chile
10512000	Llanada Grande	248	-41.42419815	-71.93859863	Chile
10425001	Puerto Montt	90	-41.45999908	-72.93779755	Chile
10523001	Puelo	5	-41.65110016	-72.31169891	Chile
10610001	Hornopiren	25	-41.93830109	-72.43499756	Chile
10683002	Rio Blanco En Chaiten	10	-42.91830063	-72.7039032	Chile
11023002	Villa Santa Lucia	327	-43.41279984	-72.36579895	Chile
11043001	Marin Balmaceda	10	-43.77170181	-72.95469666	Chile
11041001	La Junta	45	-43.97079849	-72.4056015	Chile
11120001	Puerto Puyuhuapi	10	-44.32279968	-72.55970001	Chile
11180000	Islas Huichas	6	-45.15530014	-73.5164032	Chile
11342002	Puerto Aysen	10	-45.40060043	-72.69999695	Chile
11316004	Coyhaique Alto	730	-45.4803009	-71.60440063	Chile
11316003	Coyhaique (Escuela Agricola)	343	-45.57389832	-72.0286026	Chile
11505001	Rio Ibaez En Desembocadura	220	-46.26919937	-71.99079895	Chile
11521005	Lago General Carrera Fachinal	18	-46.54249954	-72.22669983	Chile
11521002	Chile Chico	215	-46.54359818	-71.70890045	Chile
11440000	Glaciar San Rafael	8	-46.6432991	-73.85749817	Chile
11532000	Rio Nef Antes Junta Estero El Revalse	281	-47.13779831	-73.0868988	Chile
11536004	Rio Baker En Angostura Chacabuco	160	-47.14139938	-72.72579956	Chile
11540000	Lago Cachet 2 En Glaciar Colonia	427	-47.19810104	-73.25	Chile
11536001	Rio Cochrane En Cochrane	140	-47.25170135	-72.56439972	Chile
11541000	Rio Colonia En Nacimiento	146	-47.33919907	-73.11470032	Chile
11546001	Caleta Tortel	10	-47.79970169	-73.53579712	Chile
11711000	Rio Pascua Ante Junta Rio Quetru	20	-48.15919876	-73.08889771	Chile
11702000	Lago Ohiggins En Villa Ohiggins	300	-48.51689911	-72.59529877	Chile
12000000	Glaciar Tempano	20	-48.83470154	-74.18309784	Chile
11704001	Candelario Mancilla	300	-48.87749863	-72.73940277	Chile
11706000	Glaciar Ohiggins	5	-48.92720032	-73.11720276	Chile
12280004	Lago Dickson	200	-50.82279968	-73.11250305	Chile
12283001	Cerro Guido	230	-50.89860153	-72.33139801	Chile
12284006	Rio Las Chinas En Cerro Guido	75	-51.05080032	-72.51689911	Chile
12288000	Glaciar Tindall	345	-51.11579895	-73.28250122	Chile
12286001	Torres Del Paine	25	-51.18420029	-72.96690369	Chile
12284010	Cerro Castillo	130	-51.25999832	-72.32720184	Chile
12293001	Puerto Natales	45	-51.73360062	-72.47810364	Chile
12680001	Monte Aymond	160	-52.16439819	-69.60780334	Chile
12620000	Penitente Alto	290	-52.20920181	-71.68060303	Chile
12403000	Seno Obstruccin	4	-52.20940018	-72.478302	Chile
12622002	Villa Tehuelche	190	-52.44139862	-71.40219879	Chile
12452001	Rio Perez En Desembocadura	20	-52.54919815	-71.97470093	Chile
12802001	Rio Side En Cerro Sombrero	10	-52.76810074	-69.27719879	Chile
12449002	Cordillera Riesco	456	-52.84249878	-71.7641983	Chile
12806004	Bahia San Felipe	10	-52.86970139	-69.93190002	Chile
12586004	Punta Arenas	5	-53.12329865	-70.87719727	Chile
12586009	Canal De Trasvase Estero Llau-Llau	80	-53.125	-70.93579865	Chile
12586010	Magdalena Giglio 2	432	-53.13970184	-71.05609894	Chile
12586006	Cerro Mirador	580	-53.18420029	-71.08329773	Chile
12809001	Porvenir	35	-53.29079819	-70.37000275	Chile
12815001	Onaisin En Maria Cristina	30	-53.30559921	-69.26750183	Chile
12863001	San Sebastian	20	-53.32170105	-68.66139984	Chile
12582003	Lago Parrillar	320	-53.40250015	-71.24970245	Chile
12873001	Russfin	225	-53.75939941	-69.18920135	Chile
12821000	Rio Condor	10	-53.99639893	-70.07810211	Chile
12876003	Pampa Huanaco	150	-54.04970169	-68.79969788	Chile
12879000	Lago Deseado	170	-54.33779907	-68.82420349	Chile
12878002	Bahia Yendegaia	10	-54.88169861	-68.68250275	Chile
12930004	Puerto Navarino	10	-54.92559814	-68.32360077	Chile
12930001	Rio Robalo En Puerto Williams	80	-54.94689941	-67.6391983	Chile
12930005	Puerto Toro	10	-55.0821991	-67.07579803	Chile
950002	Arturo Prat Base Antartica	5	-62.47859955	-59.66419983	Antarctica
950003	Bernardo O'Higgins Base Antartica	10	-63.32080078	-57.8993988	Antarctica
180005	Chacalluta Arica Ap.	63	-18.35140038	-70.33580017	Chile
200006	Diego Aracena Iquique Ap.	52	-20.53969955	-70.1785965	Chile
230001	Cerro Moreno Antofagasta Ap.	113	-23.45030022	-70.44110107	Chile
270008	Desierto De Atacama Caldera Ap.	204	-27.26390076	-70.77420044	Chile
290004	La Florida La Serena Ad.	142	-29.91749954	-71.20110321	Chile
330007	Rodelillo Ad.	330	-33.0367012	-71.53420258	Chile
330020	Quinta Normal Santiago	527	-33.44499969	-70.68280029	Chile
340031	General Freire Curico Ad.	225	-34.96640015	-71.21669769	Chile
360011	Bernardo O'Higgins Chillan Ad.	151	-36.58720016	-72.04000092	Chile
360019	Carriel Sur Concepcion.	12	-36.77920151	-73.06220245	Chile
380013	Maquehue Temuco Ad.	92	-38.77000046	-72.63690186	Chile
390006	Pichoy Valdivia Ad.	21	-39.65060043	-73.08080292	Chile
400009	Canal Bajo Osorno Ad.	61	-40.60499954	-73.06079865	Chile
410005	El Tepual Puerto Montt Ap.	85	-41.43500137	-73.09780121	Chile
450001	Puerto Aysen Ad.	10	-45.39609909	-72.66390228	Chile
450004	Teniente Vidal Coyhaique Ad.	310	-45.59389877	-72.1085968	Chile
450005	Balmaceda Ad.	517	-45.91279984	-71.69419861	Chile
460001	Chile Chico Ad.	306	-46.5807991	-71.69280243	Chile
470001	Lord Cochrane Ad.	204	-47.2439003	-72.58640289	Chile
520006	Punta Arenas	38	-53.00329971	-70.84500122	Chile
550001	Guardia Marina Zanartu Pto Williams Ad.	10	-54.93170166	-67.61560059	Chile
950001	Eduardo Frei Montalva Antartica	1	-62.1996994	-58.96419907	Antarctica
220002	El Loa Calama Ad.	2293	-22.49889946	-68.90720367	Chile
270001	Mataveri Isla De Pascua Ap.	48	-27.16060066	-109.427002	Chile
330021	Pudahuel Santiago	482	-33.39189911	-70.79440308	Chile
330019	Eulogio Sanchez Tobalaba Ad.	650	-33.45439911	-70.54779816	Chile
330031	Juan Fernandez Estacion Meteorologica	35	-33.63669968	-78.83499908	Chile
330030	Santo Domingo Ad.	75	-33.65499878	-71.61419678	Chile
370033	Maria Dolores Los Angeles Ad.	120	-37.40280151	-72.42250061	Chile
420004	Chaiten Ad.	10	-42.93030167	-72.70079803	Chile
430002	Futaleufu Ad.	347	-43.18889999	-71.85250092	Chile
430004	Alto Palenaad.	281	-43.61169815	-71.80529785	Chile
510005	Teniente Gallardo Puerto Natales Ad.	69	-51.66719818	-72.52890015	Chile
530005	Fuentes Martinez Porvenir Ad.	27	-53.1875	-70.32029724	Chile
COM00080002	El Embrujo	3	13.35700035	-81.35800171	Colombia
CO000080001	San Andres (Isla)/S	6	12.58300018	-81.71700287	Colombia
COM00080035	Almirante Padilla	13	11.52600002	-72.9260025	Colombia
VEM00080403	Jose Leonardo Chirinos	16	11.41499996	-69.68099976	Venezuela
COM00080009	Simon Bolivar	7	11.11999989	-74.23100281	Colombia
VEM00080421	Porlamar (Aeropuerto Int. Del	19	10.91699982	-63.96699905	Venezuela
COM00080028	Ernesto Cortissoz	30	10.89000034	-74.78099823	Colombia
VEM00080415	Simon Bolivar Intl	72	10.60299969	-66.99099731	Venezuela
VE000080423	Guiria	14	10.58300018	-62.31700134	Venezuela
VEM00080407	La Chinita Intl	72	10.55799961	-71.72799683	Venezuela
VEM00080476	La Canada	26	10.5170002	-71.65000153	Venezuela
VEM00080416	Generalisimo Francisco De Mir	856	10.48499966	-66.84400177	Venezuela
VEM00080420	Antonio Jose De Sucre	4	10.44999981	-64.12999725	Venezuela
COM00080022	Rafael Nunez	1	10.44200039	-75.51300049	Colombia
COM00080036	Alfonso Lopez Pumarejo	147	10.43500042	-73.25	Colombia
VEM00080479	Palmichal	1000	10.30000019	-68.23300171	Venezuela
VE000080413	Maracay - B.A. Sucr	437	10.25	-67.65000153	Venezuela
VEM00080472	Arturo Michelena Intl	430	10.14999962	-67.9280014	Venezuela
VEM00080419	General Jose Antonio Anzoateg	8	10.10700035	-64.68900299	Venezuela
VEM00080410	Barquisimeto Intl	622	10.04300022	-69.35900116	Venezuela
VE000002417	San Juan De Los Mor	429	9.916999817	-67.33300018	Venezuela
VE000080425	Mene Grande	28	9.817000389	-70.93299866	Venezuela
VEM00080435	Maturin	68	9.748999596	-63.15299988	Venezuela
VEM00080427	Oswaldo Guevara Mujica	195	9.55300045	-69.23799896	Venezuela
VEM00080432	Carrizal	161	9.416999817	-66.91699982	Venezuela
VEM00080426	Dr Antonio Nicolas Briceno	628	9.340000153	-70.58399963	Venezuela
VE000002589	Valle De La Pascua	125	9.232999802	-66	Venezuela
VEM00080428	Guanare	185	9.027000427	-69.75499725	Venezuela
VEM00080442	Calabozo	100	8.925000191	-67.41699982	Venezuela
COM00080063	Los Garzones	11	8.824000359	-75.8259964	Colombia
VEM00080437	El Vigia	103	8.633000374	-71.65000153	Venezuela
VEM00080440	Barinas	203	8.619999886	-70.22100067	Venezuela
VE000080438	Merida	1498	8.600000381	-71.18299866	Venezuela
VEM00080444	Ciudad Bolivar	60	8.121999741	-63.53699875	Venezuela
COM00080097	Camilo Daza	334	7.927999973	-72.51200104	Colombia
VEM00080447	San Antonio Del Tachira	400	7.84100008	-72.44000244	Venezuela
COM00080084	Antonio Roldan Betancourt	14	7.811999798	-76.71600342	Colombia
VE000080450	San Fernando	47	7.679999828	-67.41999817	Venezuela
VEM00080475	Mayor Buenaventura Vivas	330	7.565000057	-72.03500366	Venezuela
VEM00080448	Guasdualito	130	7.210999966	-70.7559967	Venezuela
COM00080094	Palonegro	1188	7.126999855	-73.18499756	Colombia
COM00080099	Santiago Perez	128	7.068999767	-70.73699951	Colombia
COM00080091	Yariguies	126	7.024000168	-73.80699921	Colombia
GYM00081001	Georgetown	2	6.800000191	-58.15000153	Guyana
GYW00010502	Georgetown	29	6.5	-58.25	Guyana
COM00080110	Olaya Herrera	1506	6.21999979	-75.59100342	Colombia
VE000005484	Puerto Carreno/A.Gu	55	6.166999817	-67.5	Colombia
COM00080112	Jose Maria Cordova	2142	6.164999962	-75.42299652	Colombia
COM00080144	El Carano	62	5.690999985	-76.64099884	Colombia
VEM00080457	Casique Aramare	75	5.619999886	-67.60600281	Venezuela
FGM00081401	St Laurent Du Maron	9	5.5	-54.03300095	French Guiana
NSM00081225	Johan A Pengel Intl	18	5.453000069	-55.18799973	Suriname
FG000081405	Rochambeau	9	4.833000183	-52.36700058	French Guiana
COM00080210	Matecana	1346	4.813000202	-75.73999786	Colombia
CO000080222	Bogota/Eldorado	2548	4.701000214	-74.15000153	Colombia
VE000080462	Santa Elena De Uair	907	4.599999905	-61.11700058	Venezuela
CO000080241	Las Gaviotas	167	4.550000191	-70.91699982	Colombia
COM00080211	El Eden	1216	4.453000069	-75.76599884	Colombia
COM00080214	Perales	949	4.421999931	-75.13300323	Colombia
COM00080234	Vanguardia	425	4.168000221	-73.61399841	Colombia
FGM00081408	Saint Georges	7	3.882999897	-51.79999924	Brazil
FGM00081415	Maripasoula	106	3.632999897	-54.03300095	Suriname
CO000080259	Cali/Alfonso Bonill	969	3.549999952	-76.38300323	Colombia
COM00080315	Benito Salas	446	2.950000048	-75.29399872	Colombia
BR008161001	Caracarai	95	1.832999945	-61.13299942	Brazil
CO000080342	Pasto/Antonio Narin	1826	1.417000055	-77.26699829	Colombia
COM00080370	San Luis	2976	0.8619999886	-77.67199707	Colombia
ECM00084036	San Gabriel	2860	0.6000000238	-77.81700134	Ecuador
BRM00082098	Macapa	17	0.05099999905	-51.0719986	Brazil
ECM00084050	La Concordia	360	0.01700000092	-79.36699677	Ecuador
BRM00082106	Sao Gabriel Da Cach	90	-0.1330000013	-67.08300018	Brazil
ECM00084088	Izobamba	3058	-0.349999994	-78.55000305	Ecuador
BR000047002	Salinopolis	14	-0.6169999838	-47.38299942	Brazil
ECM00084132	Nuevo Rocafuerte	265	-0.9169999957	-75.41699982	Ecuador
ECM00084008	San Cristobal	19	-0.9169999957	-89.61699677	Ecuador
BRM00082113	Barcelos	34	-0.9810000062	-62.91999817	Brazil
ECM00084135	Portoviejo	60	-1.032999992	-80.44999695	Ecuador
EC000000006	Pichilingue	73	-1.100000024	-79.46700287	Ecuador
BRM00082193	Val De Cans Intl	17	-1.378999949	-48.47600174	Brazil
ECM00084179	Puyo	960	-1.5	-77.90000153	Ecuador
BR000254000	Santarem-Aeroporto	60	-2.433000088	-54.71699905	Brazil
ECM00084226	Canar	3083	-2.549999952	-78.93299866	Ecuador
BRM00082336	Itacoatiara	43	-3.127000093	-58.48099899	Brazil
BR000352000	Altamira	112	-3.200000048	-52.20000076	Brazil
PEM00084370	Pedro Canga	35	-3.552999973	-80.3809967	Peru
PE000084377	Iquitos	126	-3.782999992	-73.30000305	Peru
BRM00082361	Tucurui	253	-3.786000013	-49.72000122	Brazil
BR000082400	Fernando De Noronha	59	-3.849999905	-32.41699982	Brazil
ECM00084270	Loja/La Argelia	2160	-4.032999992	-79.19999695	Ecuador
COM00080398	Alfredo Vasquez Cobo	84	-4.19299984	-69.94300079	Colombia
BRM00082410	Benjamin Constant	65	-4.382999897	-70.03299713	Brazil
PEM00084390	Capitan Montes	86	-4.577000141	-81.2539978	Peru
BR037041370	Teresina (Aeroporto	67	-5.050000191	-42.81700134	Brazil
PEM00084401	Capitan Fap Guillermo Concha	35	-5.205999851	-80.61599731	Peru
BRM00082562	Maraba	109	-5.368999958	-49.13800049	Brazil
BRM00082533	Manicore	53	-5.81099987	-61.27799988	Brazil
PEM00084425	Moises Benzaquen Rengifo	179	-5.894000053	-76.11799622	Peru
PE000084444	Chachapoyas	2540	-6.199999809	-77.84999847	Peru
PE000084455	Tarapoto	282	-6.5	-76.36699677	Peru
PEM00084452	Capt Jose A  Quinones Gonzale	30	-6.787000179	-79.82800293	Peru
BR039402250	Joao Pessoa	66	-7.099999905	-34.86700058	Brazil
PEM00084472	Gen Fap Armando Revoredo Igle	2676	-7.138999939	-78.48899841	Peru
PEM00084474	Juanjui	350	-7.169000149	-76.72899628	Peru
BR038484280	Campina Grande	502	-7.217000008	-35.88299942	Brazil
BRM00082723	Labrea	60	-7.25	-64.83300018	Brazil
BR000082704	Cruzeiro Do Sul	194	-7.632999897	-72.66699982	Brazil
BR038536790	Triunfo	1020	-7.849999905	-38.13299942	Brazil
PEM00084501	Capitan Carlos Martinez De Pi	32	-8.081000328	-79.10900116	Peru
BR000082861	Conceicao Do Araguaia	4294966296	-8.25	-49.27999878	Brazil
PEM00084515	Cap Fap David Abenzur Rengifo	156	-8.378000259	-74.5739975	Peru
PEM00084534	Tingo Maria	665	-9.133000374	-75.94999695	Peru
PEM00084531	Teniente Jaime A De Montreuil	21	-9.149999619	-78.52400208	Peru
PEM00084542	Comandante Fap German Arias G	2750	-9.347000122	-77.59799957	Peru
BR038837530	Paulo Afonso	269	-9.399999619	-38.21699905	Brazil
BR038983570	Maceio (Aeroporto)	118	-9.517000198	-35.78300095	Brazil
BR000956000	Alta Floresta (Aero	289	-9.866999626	-56.09999847	Brazil
PEM00084564	Alferez Fap D F Fernandini	1850	-9.87899971	-76.20500183	Peru
BR001065002	Guayaramerin	130	-10.81700039	-65.34899902	Bolivia
BL000085043	Riberalta	141	-11	-66.11699677	Bolivia
BL000085041	Cobija	4294966296	-11.02999973	-68.77999878	Bolivia
PEM00084628	Jorge Chavez Intl	34	-12.02200031	-77.11399841	Peru
PEM00084658	Padre Aldamiz	201	-12.61400032	-69.22899628	Peru
BRM00083208	Vilhena	615	-12.69400024	-60.09799957	Brazil
BLM00085104	San Joaquin	140	-13.06700039	-64.66699982	Bolivia
PEM00084673	Coronel Fap Alfredo Mendivil	2718	-13.15499973	-74.20400238	Peru
BR047635180	Bom Jesus Da Lapa	443	-13.2670002	-43.41699982	Brazil
BLM00085109	San Ramon	140	-13.30000019	-64.69999695	Bolivia
BL000085114	Magdalena	140	-13.33300018	-64.11699677	Bolivia
PEM00084686	Teniente Alejandro Velasco As	3310	-13.53600025	-71.93900299	Peru
PEM00084691	Pisco Intl	12	-13.74499989	-76.22000122	Peru
BLM00085123	Santa Ana Del Yacuma	144	-13.76200008	-65.43499756	Bolivia
BLM00085139	Santa Rosa	225	-14.06700039	-66.78299713	Bolivia
BLM00085140	Reyes	280	-14.30000019	-67.36699677	Bolivia
BL000085141	Rurrenabaque	4294966296	-14.47000027	-67.56999969	Bolivia
BLM00085151	Apolo	1415	-14.7329998	-68.41699982	Bolivia
BLM00085154	Tte Av Jorge Henrich Arauz	155	-14.81900024	-64.91799927	Bolivia
BRM00083344	Vitoria Da Conquista	914	-14.86299992	-40.86299896	Brazil
BLM00085152	San Borja/Capt Germ	194	-14.86699963	-66.75	Bolivia
BLM00085153	San Ignacio De Moxo	241	-14.96700001	-65.63300323	Bolivia
BR057043270	Monte Azul	603	-15.08300018	-42.75	Brazil
PEM00084735	Juliaca	3826	-15.46700001	-70.15799713	Peru
BLM00085175	Ascencion Guarayos	247	-15.71700001	-63.09999847	Bolivia
BRM00083358	Poxoreo (Poxoreu)	450	-15.83300018	-54.38299942	Brazil
BR001657003	Caceres	118	-16.04999924	-57.68299866	Brazil
BLM00085196	Concepcion	497	-16.25	-62.09999847	Bolivia
BLM00085195	San Javier	520	-16.2670002	-62.46699905	Bolivia
PE000084752	Arequipa	2520	-16.33200073	-71.56700134	Peru
BLM00085210	San Matias	124	-16.33300018	-58.38299942	Bolivia
BLM00085207	San Ignacio Velasco	413	-16.36700058	-60.95000076	Bolivia
BLM00085201	El Alto Intl	4062	-16.51300049	-68.19200134	Bolivia
BR057324290	Montes Claros	668	-16.71699905	-43.86700058	Brazil
BR001746008	Paracatu	711	-17.21699905	-46.86700058	Brazil
BL000085223	Cochabamba	4294966296	-17.42000008	-66.18000031	Bolivia
