station_id	name	altitude	lat	lon
5427006	Lliu-Lliu Embalse	260	-33.09859848022461	-71.21440124511719
5510002	Lago Peuelas	360	-33.14500045776367	-71.5552978515625
5706003	Valle Olivares	2787	-33.1869010925293	-70.11219787597656
5721017	Estero Yerba Loca En Piedra Carvajal	3250	-33.22140121459961	-70.27359771728516
5721016	Rio San Francisco Antes Junta Estero Yerba Loca	1550	-33.30860137939453	-70.3572006225586
5722001	Estero Arrayan En La Montosa	880	-33.325599670410156	-70.45610046386719
5721001	Estero Yerba Loca Antes Junta San Francisco	1350	-33.341400146484375	-70.36360168457031
5722002	Rio Mapocho En Los Almendros	966	-33.37030029296875	-70.45079803466797
5730012	Cerro Calan	848	-33.39500045776367	-70.53669738769531
5744002	Los Panguiles	190	-33.4385986328125	-71.02559661865234
5730016	Terraza Oficinas Centrales Dga	560	-33.44860076904297	-70.64440155029297
5706001	Rio Olivares Antes Junta Rio Colorado	1500	-33.48780059814453	-70.13670349121094
5705001	Rio Colorado Antes Junta Rio Olivares	1500	-33.4900016784668	-70.13420104980469
5737002	Rio Mapocho Rinconada De Maipu	440	-33.49610137939453	-70.81670379638672
5730015	Campus San Joaquin U.C.	570	-33.497501373291016	-70.61419677734375
5730039	Quebrada De Macul	950	-33.50170135498047	-70.51439666748047
5710001	Rio Maipo En El Manzano	850	-33.59389877319336	-70.37920379638672
5703009	Laguna Negra	2780	-33.66579818725586	-70.10780334472656
5711003	Pirque	659	-33.67359924316406	-70.58689880371094
5703008	El Yeso Embalse	2475	-33.676700592041016	-70.0886001586914
5740005	Melipilla	168	-33.680301666259766	-71.19969940185547
5702011	Glaciar San Franciscoen Aguas Panimavida	2220	-33.805301666259766	-70.06999969482422
5702001	Rio Volcan En Queltehues	1365	-33.805599212646484	-70.20890045166016
5701008	Queltehues	1450	-33.81639862060547	-70.21720123291016
5701005	Las Melosas	1527	-33.89939880371094	-70.1980972290039
6011001	Estero De La Cadena Antes Junta Rio Cachapoal	440	-34.184200286865234	-70.84359741210938
6003001	Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal	1127	-34.34640121459961	-70.37640380859375
6000003	Rio Las Leas Ante Junta Rio Cachapoal	1296	-34.36280059814453	-70.30560302734375
6000004	Laguna El Yeso	2140	-34.407798767089844	-70.20999908447266
6015003	Rengo	310	-34.42169952392578	-70.86669921875
6013005	Popeta	480	-34.4369010925293	-70.77940368652344
6013001	Rio Claro En Hacienda Las Nieves	720	-34.4921989440918	-70.70279693603516
6013008	Laguna Los Cristales	2343	-34.56060028076172	-70.50969696044922
6028001	Rio Tinguiririca Bajo Los Briones	560	-34.71860122680664	-70.82669830322266
7120002	Laguna De Torca	28	-34.76750183105469	-72.06500244140625
6034003	Convento Viejo	239	-34.76940155029297	-71.13310241699219
7118003	Curico	195	-34.98109817504883	-71.23609924316406
7116005	Potrero Grande	445	-35.18330001831055	-71.0978012084961
7384002	Constitucion	10	-35.32419967651367	-72.40889739990234
7381003	Pencahue	55	-35.372501373291016	-71.8324966430664
7381002	Fundo El Peral	110	-35.40060043334961	-71.7833023071289
7378004	Talca	110	-35.41939926147461	-71.66059875488281
7378002	Talca U.C.	130	-35.43579864501953	-71.61969757080078
7379002	Rio Claro En Rauquen	64	-35.45249938964844	-71.7332992553711
7378003	Colorado	420	-35.638099670410156	-71.2605972290039
7320003	Rio Claro En San Carlos	550	-35.69889831542969	-71.06829833984375
7320002	Armerillo	492	-35.70109939575195	-71.07720184326172
7321002	Rio Maule En Armerillo	470	-35.70610046386719	-71.11389923095703
7306001	Rio Cipreses En Dasague Laguna La Invernada	1300	-35.73809814453125	-70.77780151367188
7303000	Rio Maule En Los BaÑOs	980	-35.819698333740234	-70.7605972290039
7358007	Linares	157	-35.83810043334961	-71.59529876708984
7317001	Rio Melado En La Lancha Dga	650	-35.849998474121094	-71.06670379638672
7317005	Rio Melado En El Salto	730	-35.88420104980469	-71.01920318603516
7355007	Ancoa Embalse	421	-35.91059875488281	-71.2957992553711
7301000	Lo Aguirre	2000	-35.96969985961914	-70.5718994140625
7301001	Los Condores	2172	-36.01060104370117	-70.55889892578125
7345001	Parral	175	-36.187801361083984	-71.82830047607422
7331002	Digua Embalse	390	-36.25579833984375	-71.54810333251953
7314002	Guayquivilo	1200	-36.29330062866211	-70.91809844970703
8113001	Coihueco Embalse	314	-36.64080047607422	-71.79889678955078
8105004	Caracol	610	-36.651100158691406	-71.3949966430664
8105003	La Punilla	840	-36.65829849243164	-71.32779693603516
8130006	Diguillin	670	-36.86859893798828	-71.64250183105469
8318002	Quilaco	231	-37.685001373291016	-72.00579833984375
8316002	Rio Huequecura Aguas Arriba De Embalse Angostura	330	-37.7047004699707	-71.76830291748047
8358002	Angol (La Mona)	113	-37.77939987182617	-72.63719940185547
8317004	Rio Biobio En La Culebra	338	-37.7963981628418	-71.69889831542969
8358003	El Vergel (Angol)	75	-37.81719970703125	-72.6500015258789
8313002	Embalse Pangue	512	-37.91830062866211	-71.59609985351562
8351003	Collipulli	240	-37.95830154418945	-72.42559814453125
8822008	Contulmo	41	-38.01860046386719	-73.2300033569336
8312002	Embalse Ralco	742	-38.05830001831055	-71.43440246582031
8308000	Rio Lomin En Puente La Junta	755	-38.06610107421875	-71.34970092773438
8307002	Rio Bio-Bio En Llanquen	767	-38.200801849365234	-71.29889678955078
8304004	Lonquimay	931	-38.4536018371582	-71.37419891357422
9120002	Manzanar	790	-38.46310043334961	-71.69920349121094
9120003	Malalcahuello	950	-38.470298767089844	-71.57530212402344
9129005	Pueblo Nuevo (Temuco)	119	-38.712799072265625	-72.55580139160156
9400000	Rio Truful En Camino Internacional	520	-38.844398498535156	-71.65360260009766
9135003	Freire Sendos	100	-38.95920181274414	-72.6082992553711
9423001	Rio Tolten En Coipue	200	-39.099998474121094	-72.38330078125
9420002	Pucon	230	-39.275299072265625	-71.95030212402344
10123004	Llancahue	70	-39.85609817504883	-73.17859649658203
10100002	Rio Fui En Desage Lago Pirihueico	600	-39.874698638916016	-71.88970184326172
10360002	Adolfo Matthei	55	-40.58829879760742	-73.10690307617188
10344003	Rio Rahue Antes Junta Rio Negro	40	-40.630001068115234	-73.17829895019531
10355003	Rio Forrahue En Rio Negro	52	-40.79560089111328	-73.21440124511719
10512000	Llanada Grande	248	-41.424198150634766	-71.9385986328125
10425001	Puerto Montt	90	-41.459999084472656	-72.93779754638672
10523001	Puelo	5	-41.651100158691406	-72.31169891357422
10610001	Hornopiren	25	-41.93830108642578	-72.43499755859375
10683002	Rio Blanco En Chaiten	10	-42.91830062866211	-72.70390319824219
11023002	Villa Santa Lucia	327	-43.41279983520508	-72.36579895019531
11043001	Marin Balmaceda	10	-43.77170181274414	-72.95469665527344
11041001	La Junta	45	-43.97079849243164	-72.40560150146484
11120001	Puerto Puyuhuapi	10	-44.32279968261719	-72.55970001220703
11180000	Islas Huichas	6	-45.15530014038086	-73.51640319824219
11342002	Puerto Aysen	10	-45.40060043334961	-72.69999694824219
11316004	Coyhaique Alto	730	-45.48030090332031	-71.60440063476562
11316003	Coyhaique (Escuela Agricola)	343	-45.57389831542969	-72.02860260009766
11505001	Rio Ibaez En Desembocadura	220	-46.26919937133789	-71.99079895019531
11521005	Lago General Carrera Fachinal	18	-46.54249954223633	-72.22669982910156
11521002	Chile Chico	215	-46.54359817504883	-71.70890045166016
11440000	Glaciar San Rafael	8	-46.6432991027832	-73.85749816894531
11532000	Rio Nef Antes Junta Estero El Revalse	281	-47.13779830932617	-73.08689880371094
11536004	Rio Baker En Angostura Chacabuco	160	-47.14139938354492	-72.72579956054688
11540000	Lago Cachet 2 En Glaciar Colonia	427	-47.19810104370117	-73.25
11536001	Rio Cochrane En Cochrane	140	-47.25170135498047	-72.56439971923828
11541000	Rio Colonia En Nacimiento	146	-47.33919906616211	-73.11470031738281
11546001	Caleta Tortel	10	-47.79970169067383	-73.53579711914062
11711000	Rio Pascua Ante Junta Rio Quetru	20	-48.15919876098633	-73.08889770507812
11702000	Lago Ohiggins En Villa Ohiggins	300	-48.51689910888672	-72.59529876708984
12000000	Glaciar Tempano	20	-48.83470153808594	-74.18309783935547
11704001	Candelario Mancilla	300	-48.877498626708984	-72.7394027709961
11706000	Glaciar Ohiggins	5	-48.92720031738281	-73.11720275878906
12280004	Lago Dickson	200	-50.82279968261719	-73.11250305175781
12283001	Cerro Guido	230	-50.89860153198242	-72.3313980102539
12284006	Rio Las Chinas En Cerro Guido	75	-51.05080032348633	-72.51689910888672
12288000	Glaciar Tindall	345	-51.11579895019531	-73.28250122070312
12286001	Torres Del Paine	25	-51.184200286865234	-72.96690368652344
12284010	Cerro Castillo	130	-51.2599983215332	-72.32720184326172
12293001	Puerto Natales	45	-51.73360061645508	-72.47810363769531
12680001	Monte Aymond	160	-52.164398193359375	-69.60780334472656
12620000	Penitente Alto	290	-52.20920181274414	-71.68060302734375
12403000	Seno Obstruccin	4	-52.20940017700195	-72.47830200195312
12622002	Villa Tehuelche	190	-52.44139862060547	-71.4021987915039
12452001	Rio Perez En Desembocadura	20	-52.549198150634766	-71.97470092773438
12802001	Rio Side En Cerro Sombrero	10	-52.76810073852539	-69.2771987915039
12449002	Cordillera Riesco	456	-52.842498779296875	-71.76419830322266
12806004	Bahia San Felipe	10	-52.86970138549805	-69.93190002441406
12586004	Punta Arenas	5	-53.12329864501953	-70.877197265625
12586009	Canal De Trasvase Estero Llau-Llau	80	-53.125	-70.93579864501953
12586010	Magdalena Giglio 2	432	-53.13970184326172	-71.05609893798828
12586006	Cerro Mirador	580	-53.184200286865234	-71.08329772949219
12809001	Porvenir	35	-53.29079818725586	-70.37000274658203
12815001	Onaisin En Maria Cristina	30	-53.305599212646484	-69.26750183105469
12863001	San Sebastian	20	-53.32170104980469	-68.6613998413086
12582003	Lago Parrillar	320	-53.40250015258789	-71.24970245361328
12873001	Russfin	225	-53.7593994140625	-69.18920135498047
12821000	Rio Condor	10	-53.99639892578125	-70.0781021118164
12876003	Pampa Huanaco	150	-54.04970169067383	-68.79969787597656
12879000	Lago Deseado	170	-54.337799072265625	-68.82420349121094
12878002	Bahia Yendegaia	10	-54.88169860839844	-68.68250274658203
12930004	Puerto Navarino	10	-54.92559814453125	-68.32360076904297
12930001	Rio Robalo En Puerto Williams	80	-54.9468994140625	-67.63919830322266
12930005	Puerto Toro	10	-55.08219909667969	-67.07579803466797
950002	Arturo Prat Base Antartica	5	-62.478599548339844	-59.66419982910156
950003	Bernardo O'Higgins Base Antartica	10	-63.32080078125	-57.89939880371094
180005	Chacalluta Arica Ap.	63	-18.35140037536621	-70.33580017089844
200006	Diego Aracena Iquique Ap.	52	-20.53969955444336	-70.17859649658203
230001	Cerro Moreno Antofagasta Ap.	113	-23.450300216674805	-70.44110107421875
270008	Desierto De Atacama Caldera Ap.	204	-27.263900756835938	-70.77420043945312
290004	La Florida La Serena Ad.	142	-29.917499542236328	-71.20110321044922
330007	Rodelillo Ad.	330	-33.03670120239258	-71.5342025756836
330020	Quinta Normal Santiago	527	-33.44499969482422	-70.68280029296875
340031	General Freire Curico Ad.	225	-34.966400146484375	-71.2166976928711
360011	Bernardo O'Higgins Chillan Ad.	151	-36.58720016479492	-72.04000091552734
360019	Carriel Sur Concepcion.	12	-36.77920150756836	-73.06220245361328
380013	Maquehue Temuco Ad.	92	-38.77000045776367	-72.63690185546875
390006	Pichoy Valdivia Ad.	21	-39.65060043334961	-73.08080291748047
400009	Canal Bajo Osorno Ad.	61	-40.60499954223633	-73.06079864501953
410005	El Tepual Puerto Montt Ap.	85	-41.435001373291016	-73.0978012084961
450001	Puerto Aysen Ad.	10	-45.39609909057617	-72.66390228271484
450004	Teniente Vidal Coyhaique Ad.	310	-45.59389877319336	-72.10859680175781
450005	Balmaceda Ad.	517	-45.91279983520508	-71.69419860839844
460001	Chile Chico Ad.	306	-46.5807991027832	-71.69280242919922
470001	Lord Cochrane Ad.	204	-47.243900299072266	-72.5864028930664
520006	Punta Arenas	38	-53.003299713134766	-70.84500122070312
550001	Guardia Marina Zanartu Pto Williams Ad.	10	-54.93170166015625	-67.6156005859375
950001	Eduardo Frei Montalva Antartica	1	-62.19969940185547	-58.96419906616211
220002	El Loa Calama Ad.	2293	-22.498899459838867	-68.9072036743164
270001	Mataveri Isla De Pascua Ap.	48	-27.160600662231445	-109.427001953125
330021	Pudahuel Santiago	482	-33.39189910888672	-70.79440307617188
330019	Eulogio Sanchez Tobalaba Ad.	650	-33.45439910888672	-70.54779815673828
330031	Juan Fernandez Estacion Meteorologica	35	-33.63669967651367	-78.83499908447266
330030	Santo Domingo Ad.	75	-33.654998779296875	-71.61419677734375
370033	Maria Dolores Los Angeles Ad.	120	-37.402801513671875	-72.42250061035156
420004	Chaiten Ad.	10	-42.930301666259766	-72.70079803466797
430002	Futaleufu Ad.	347	-43.188899993896484	-71.85250091552734
430004	Alto Palenaad.	281	-43.611698150634766	-71.8052978515625
510005	Teniente Gallardo Puerto Natales Ad.	69	-51.667198181152344	-72.52890014648438
530005	Fuentes Martinez Porvenir Ad.	27	-53.1875	-70.32029724121094
COM00080002	El Embrujo	3	13.357000350952148	-81.35800170898438
CO000080001	San Andres (Isla)/S	6	12.583000183105469	-81.71700286865234
COM00080035	Almirante Padilla	13	11.526000022888184	-72.9260025024414
VEM00080403	Jose Leonardo Chirinos	16	11.414999961853027	-69.68099975585938
COM00080009	Simon Bolivar	7	11.119999885559082	-74.23100280761719
VEM00080421	Porlamar (Aeropuerto Int. Del	19	10.916999816894531	-63.96699905395508
COM00080028	Ernesto Cortissoz	30	10.890000343322754	-74.78099822998047
VEM00080415	Simon Bolivar Intl	72	10.602999687194824	-66.99099731445312
VE000080423	Guiria	14	10.583000183105469	-62.31700134277344
VEM00080407	La Chinita Intl	72	10.557999610900879	-71.72799682617188
VEM00080476	La Canada	26	10.517000198364258	-71.6500015258789
VEM00080416	Generalisimo Francisco De Mir	856	10.484999656677246	-66.84400177001953
VEM00080420	Antonio Jose De Sucre	4	10.449999809265137	-64.12999725341797
COM00080022	Rafael Nunez	1	10.442000389099121	-75.51300048828125
COM00080036	Alfonso Lopez Pumarejo	147	10.4350004196167	-73.25
VEM00080479	Palmichal	1000	10.300000190734863	-68.23300170898438
VE000080413	Maracay - B.A. Sucr	437	10.25	-67.6500015258789
VEM00080472	Arturo Michelena Intl	430	10.149999618530273	-67.9280014038086
VEM00080419	General Jose Antonio Anzoateg	8	10.107000350952148	-64.68900299072266
VEM00080410	Barquisimeto Intl	622	10.043000221252441	-69.35900115966797
VE000002417	San Juan De Los Mor	429	9.916999816894531	-67.33300018310547
VE000080425	Mene Grande	28	9.817000389099121	-70.93299865722656
VEM00080435	Maturin	68	9.74899959564209	-63.15299987792969
VEM00080427	Oswaldo Guevara Mujica	195	9.553000450134277	-69.23799896240234
VEM00080432	Carrizal	161	9.416999816894531	-66.91699981689453
VEM00080426	Dr Antonio Nicolas Briceno	628	9.34000015258789	-70.58399963378906
VE000002589	Valle De La Pascua	125	9.232999801635742	-66.0
VEM00080428	Guanare	185	9.027000427246094	-69.75499725341797
VEM00080442	Calabozo	100	8.925000190734863	-67.41699981689453
COM00080063	Los Garzones	11	8.824000358581543	-75.82599639892578
VEM00080437	El Vigia	103	8.633000373840332	-71.6500015258789
VEM00080440	Barinas	203	8.619999885559082	-70.22100067138672
VE000080438	Merida	1498	8.600000381469727	-71.18299865722656
VEM00080444	Ciudad Bolivar	60	8.121999740600586	-63.5369987487793
COM00080097	Camilo Daza	334	7.927999973297119	-72.51200103759766
VEM00080447	San Antonio Del Tachira	400	7.841000080108643	-72.44000244140625
COM00080084	Antonio Roldan Betancourt	14	7.811999797821045	-76.71600341796875
VE000080450	San Fernando	47	7.679999828338623	-67.41999816894531
VEM00080475	Mayor Buenaventura Vivas	330	7.565000057220459	-72.03500366210938
VEM00080448	Guasdualito	130	7.210999965667725	-70.75599670410156
COM00080094	Palonegro	1188	7.126999855041504	-73.18499755859375
COM00080099	Santiago Perez	128	7.068999767303467	-70.73699951171875
COM00080091	Yariguies	126	7.02400016784668	-73.80699920654297
GYM00081001	Georgetown	2	6.800000190734863	-58.150001525878906
GYW00010502	Georgetown	29	6.5	-58.25
COM00080110	Olaya Herrera	1506	6.21999979019165	-75.59100341796875
VE000005484	Puerto Carreno/A.Gu	55	6.166999816894531	-67.5
COM00080112	Jose Maria Cordova	2142	6.164999961853027	-75.4229965209961
COM00080144	El Carano	62	5.690999984741211	-76.64099884033203
VEM00080457	Casique Aramare	75	5.619999885559082	-67.60600280761719
FGM00081401	St Laurent Du Maron	9	5.5	-54.03300094604492
NSM00081225	Johan A Pengel Intl	18	5.453000068664551	-55.1879997253418
FG000081405	Rochambeau	9	4.833000183105469	-52.367000579833984
COM00080210	Matecana	1346	4.813000202178955	-75.73999786376953
CO000080222	Bogota/Eldorado	2548	4.701000213623047	-74.1500015258789
VE000080462	Santa Elena De Uair	907	4.599999904632568	-61.117000579833984
CO000080241	Las Gaviotas	167	4.550000190734863	-70.91699981689453
COM00080211	El Eden	1216	4.453000068664551	-75.76599884033203
COM00080214	Perales	949	4.421999931335449	-75.13300323486328
COM00080234	Vanguardia	425	4.168000221252441	-73.61399841308594
FGM00081408	Saint Georges	7	3.882999897003174	-51.79999923706055
FGM00081415	Maripasoula	106	3.632999897003174	-54.03300094604492
CO000080259	Cali/Alfonso Bonill	969	3.549999952316284	-76.38300323486328
COM00080315	Benito Salas	446	2.950000047683716	-75.29399871826172
BR008161001	Caracarai	95	1.8329999446868896	-61.132999420166016
CO000080342	Pasto/Antonio Narin	1826	1.4170000553131104	-77.26699829101562
COM00080370	San Luis	2976	0.8619999885559082	-77.6719970703125
ECM00084036	San Gabriel	2860	0.6000000238418579	-77.81700134277344
BRM00082098	Macapa	17	0.050999999046325684	-51.071998596191406
ECM00084050	La Concordia	360	0.017000000923871994	-79.36699676513672
BRM00082106	Sao Gabriel Da Cach	90	-0.13300000131130219	-67.08300018310547
ECM00084088	Izobamba	3058	-0.3499999940395355	-78.55000305175781
BR000047002	Salinopolis	14	-0.6169999837875366	-47.382999420166016
ECM00084132	Nuevo Rocafuerte	265	-0.9169999957084656	-75.41699981689453
ECM00084008	San Cristobal	19	-0.9169999957084656	-89.61699676513672
BRM00082113	Barcelos	34	-0.9810000061988831	-62.91999816894531
ECM00084135	Portoviejo	60	-1.0329999923706055	-80.44999694824219
EC000000006	Pichilingue	73	-1.100000023841858	-79.46700286865234
BRM00082193	Val De Cans Intl	17	-1.378999948501587	-48.47600173950195
ECM00084179	Puyo	960	-1.5	-77.9000015258789
BR000254000	Santarem-Aeroporto	60	-2.433000087738037	-54.71699905395508
ECM00084226	Canar	3083	-2.549999952316284	-78.93299865722656
BRM00082336	Itacoatiara	43	-3.127000093460083	-58.48099899291992
BR000352000	Altamira	112	-3.200000047683716	-52.20000076293945
PEM00084370	Pedro Canga	35	-3.552999973297119	-80.38099670410156
PE000084377	Iquitos	126	-3.7829999923706055	-73.30000305175781
BRM00082361	Tucurui	253	-3.7860000133514404	-49.720001220703125
BR000082400	Fernando De Noronha	59	-3.8499999046325684	-32.41699981689453
ECM00084270	Loja/La Argelia	2160	-4.0329999923706055	-79.19999694824219
COM00080398	Alfredo Vasquez Cobo	84	-4.192999839782715	-69.94300079345703
BRM00082410	Benjamin Constant	65	-4.382999897003174	-70.03299713134766
PEM00084390	Capitan Montes	86	-4.577000141143799	-81.25399780273438
BR037041370	Teresina (Aeroporto	67	-5.050000190734863	-42.81700134277344
